"ID","Gene.title","Gene.symbol","Gene.ID","Nucleotide.Title","GI","GenBank.Accession","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"212288_at","formin binding protein 1","FNBP1","23048","Homo sapiens mRNA for KIAA0554 protein, partial cds","3043631","AB011126","9q34","Chromosome 9, NC_000009.11 (132649466..132805473, complement)","identical protein binding///lipid binding///protein binding","endocytosis","cell cortex///coated pit///cytoplasmic membrane-bounded vesicle///cytoskeleton///lysosome///plasma membrane","GO:0042802///GO:0008289///GO:0005515","GO:0006897","GO:0005938///GO:0005905///GO:0016023///GO:0005856///GO:0005764///GO:0005886",-925.280423280422,2322.64705882353,-5.17884313225665,1.0969698306444e-05,0.0176715846979778,-4.51332667386532
"218499_at","serine/threonine protein kinase MST4","MST4","51765","Homo sapiens serine/threonine protein kinase MST4 (MST4), transcript variant 1, mRNA","109633024","NM_016542","Xq26.2","Chromosome X, NC_000023.10 (131157245..131209971)","ATP binding///identical protein binding///magnesium ion binding///protein binding///protein kinase activity///protein serine/threonine kinase activity","apoptotic process///cellular component disassembly involved in execution phase of apoptosis///protein phosphorylation///regulation of apoptotic process","Golgi membrane///cytosol","GO:0005524///GO:0042802///GO:0000287///GO:0005515///GO:0004672///GO:0004674","GO:0006915///GO:0006921///GO:0006468///GO:0042981","GO:0000139///GO:0005829",-316.762433862434,368.867647058824,-5.16745905084837,1.13440531589705e-05,0.0176715846979778,-4.5135394941215
"216749_at","","","","Homo sapiens cDNA: FLJ21198 fis, clone COL00220","10437259","AK024851","","","","","","","","",-122.546560846561,61.4264705882353,-5.14820397270575,1.2006456959298e-05,0.0176715846979778,-4.5139002985216
"221651_x_at","immunoglobulin kappa locus///immunoglobulin kappa constant","IGK///IGKC","50802///3514","Homo sapiens cDNA clone MGC:12418 IMAGE:3934658, complete cds","13529115","BC005332","2p12///2p12","Chromosome 2, NC_000002.11 (89156874..89630436, complement)///Chromosome 2, NC_000002.11 (89890569..90274236)///Chromosome 2, NC_000002.11 (89156874..89157196, complement)","antigen binding","Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///complement activation///complement activation, classical pathway///immune response///innate immune response///regulation of immune response","extracellular region///extracellular region///plasma membrane","GO:0003823","GO:0038095///GO:0038096///GO:0006956///GO:0006958///GO:0006955///GO:0045087///GO:0050776","GO:0005576///GO:0005576///GO:0005886",-2525.95291005291,901.267647058824,-5.14319692734185,1.21849353869051e-05,0.0176715846979778,-4.51399429380582
"210354_at","interferon, gamma","IFNG","3458","Human mRNA for HuIFN-gamma interferon","32679","X01992","12q14","Chromosome 12, NC_000012.11 (68548550..68553521, complement)","cytokine activity///interferon-gamma receptor binding","CD8-positive, alpha-beta T cell differentiation involved in immune response///adaptive immune response///antigen processing and presentation///apoptotic process///cell cycle arrest///cell surface receptor signaling pathway///cellular component movement///cellular response to interleukin-18///cellular response to lipopolysaccharide///cytokine-mediated signaling pathway///defense response to bacterium///defense response to protozoan///defense response to virus///endoplasmic reticulum unfolded protein response///extrinsic apoptotic signaling pathway///humoral immune response///interferon-gamma-mediated signaling pathway///negative regulation of growth of symbiont in host///negative regulation of interleukin-17 production///negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis///negative regulation of metanephric nephron tubule epithelial cell differentiation///negative regulation of myelination///negative regulation of smooth muscle cell proliferation///negative regulation of transcription from RNA polymerase II promoter///neutrophil apoptotic process///neutrophil chemotaxis///positive regulation of MHC class II biosynthetic process///positive regulation of T cell proliferation///positive regulation of calcidiol 1-monooxygenase activity///positive regulation of cell adhesion///positive regulation of chemokine biosynthetic process///positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity///positive regulation of fructose 1,6-bisphosphate metabolic process///positive regulation of interleukin-1 beta secretion///positive regulation of interleukin-12 biosynthetic process///positive regulation of interleukin-12 production///positive regulation of interleukin-23 production///positive regulation of interleukin-6 biosynthetic process///positive regulation of isotype switching to IgG isotypes///positive regulation of killing of cells of other organism///positive regulation of membrane protein ectodomain proteolysis///positive regulation of mesenchymal cell proliferation///positive regulation of neuron differentiation///positive regulation of nitric oxide biosynthetic process///positive regulation of osteoclast differentiation///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of peptidyl-serine phosphorylation of STAT protein///positive regulation of smooth muscle cell apoptotic process///positive regulation of synaptic transmission, cholinergic///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor (ligand) superfamily member 11 production///positive regulation of tumor necrosis factor production///positive regulation of tyrosine phosphorylation of Stat1 protein///positive regulation of vitamin D biosynthetic process///protein import into nucleus, translocation///regulation of insulin secretion///regulation of interferon-gamma-mediated signaling pathway///regulation of the force of heart contraction///response to drug///response to virus","external side of plasma membrane///extracellular region///extracellular region///extracellular space","GO:0005125///GO:0005133","GO:0002302///GO:0002250///GO:0019882///GO:0006915///GO:0007050///GO:0007166///GO:0006928///GO:0071351///GO:0071222///GO:0019221///GO:0042742///GO:0042832///GO:0051607///GO:0030968///GO:0097191///GO:0006959///GO:0060333///GO:0044130///GO:0032700///GO:0003340///GO:0072308///GO:0031642///GO:0048662///GO:0000122///GO:0001781///GO:0030593///GO:0045348///GO:0042102///GO:0060559///GO:0045785///GO:0045080///GO:0060550///GO:0060552///GO:0050718///GO:0045084///GO:0032735///GO:0032747///GO:0045410///GO:0048304///GO:0051712///GO:0051044///GO:0002053///GO:0045666///GO:0045429///GO:0045672///GO:0033141///GO:0033141///GO:0034393///GO:0032224///GO:0045944///GO:2000309///GO:0032760///GO:0042511///GO:0060557///GO:0000060///GO:0050796///GO:0060334///GO:0002026///GO:0042493///GO:0009615","GO:0009897///GO:0005576///GO:0005576///GO:0005615",-286.681481481481,283.941176470588,-5.12662379188391,1.27947718227528e-05,0.0176715846979778,-4.51430592172151
"206118_at","signal transducer and activator of transcription 4","STAT4","6775","Homo sapiens signal transducer and activator of transcription 4 (STAT4), transcript variant 1, mRNA","345110658","NM_003151","2q32.2-q32.3","Chromosome 2, NC_000002.11 (191894302..192016322, complement)","calcium ion binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity///signal transducer activity","JAK-STAT cascade///cell proliferation///cytokine-mediated signaling pathway///positive regulation of transcription from RNA polymerase II promoter///protein phosphorylation///transcription, DNA-dependent","cytoplasm///NOT nucleolus///nucleus","GO:0005509///GO:0043565///GO:0003700///GO:0004871","GO:0007259///GO:0008283///GO:0019221///GO:0045944///GO:0006468///GO:0006351","GO:0005737///NOT GO:0005730///GO:0005634",-684.917989417989,736.008823529412,-5.10007599243397,1.38356515993789e-05,0.0176715846979778,-4.51480672398913
"214836_x_at","immunoglobulin kappa locus///immunoglobulin kappa variable 1-5///immunoglobulin kappa constant","IGK///IGKV1-5///IGKC","50802///28299///3514","602565445F1 NIH_MGC_77 Homo sapiens cDNA clone IMAGE:4690258 5-, mRNA sequence","13527769","BG536224","2p12///2p12///2p12","Chromosome 2, NC_000002.11 (89156874..89630436, complement)///Chromosome 2, NC_000002.11 (89890569..90274236)///Chromosome 2, NC_000002.11 (89246819..89247294, complement)///Chromosome 2, NC_000002.11 (89156874..89157196, complement)","antigen binding///antigen binding","Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///complement activation///complement activation, classical pathway///immune response///innate immune response///regulation of immune response///Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///complement activation///complement activation, classical pathway///immune response///innate immune response///regulation of immune response","extracellular region///extracellular region///plasma membrane///extracellular region///extracellular region///plasma membrane","GO:0003823///GO:0003823","GO:0038095///GO:0038096///GO:0006956///GO:0006958///GO:0006955///GO:0045087///GO:0050776///GO:0038095///GO:0038096///GO:0006956///GO:0006958///GO:0006955///GO:0045087///GO:0050776","GO:0005576///GO:0005576///GO:0005886///GO:0005576///GO:0005576///GO:0005886",-389.425396825397,218.364705882353,-5.06886247661034,1.51678467025348e-05,0.0176715846979778,-4.51539808054114
"216491_x_at","immunoglobulin heavy constant mu","IGHM","3507","Human immunoglobulin heavy chain variable region (V4-4) gene, partial cds","1791120","U80139","14q32.33","Chromosome 14, NC_000014.8 (106318298..106322322, complement)","antigen binding","immune response","extracellular region///integral to membrane///membrane///plasma membrane","GO:0003823","GO:0006955","GO:0005576///GO:0016021///GO:0016020///GO:0005886",-86.7412698412698,43.3029411764706,-5.05638448203685,1.57354850345476e-05,0.0176715846979778,-4.51563524761925
"210039_s_at","protein kinase C, theta","PRKCQ","5588","Human protein kinase C-theta (PRKCT) mRNA, complete cds","558098","L01087","10p15","Chromosome 10, NC_000010.10 (6469105..6622254, complement)","ATP binding///identical protein binding///metal ion binding///protein binding///protein kinase C activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity///ubiquitin-protein ligase activity","Fc-epsilon receptor signaling pathway///T cell receptor signaling pathway///apoptotic process///axon guidance///blood coagulation///cellular component disassembly involved in execution phase of apoptosis///inflammatory response///innate immune response///intracellular signal transduction///membrane protein ectodomain proteolysis///negative regulation of T cell apoptotic process///negative regulation of insulin receptor signaling pathway///phototransduction, visible light///platelet activation///positive regulation of NF-kappaB transcription factor activity///positive regulation of T cell activation///positive regulation of T cell proliferation///positive regulation of T-helper 17 type immune response///positive regulation of T-helper 2 cell activation///positive regulation of interleukin-17 production///positive regulation of interleukin-2 biosynthetic process///positive regulation of interleukin-4 production///protein phosphorylation///protein ubiquitination///regulation of cell growth///regulation of platelet aggregation///regulation of rhodopsin mediated signaling pathway///regulation of transcription, DNA-dependent///rhodopsin mediated signaling pathway","cytosol///immunological synapse///intracellular///plasma membrane","GO:0005524///GO:0042802///GO:0046872///GO:0005515///GO:0004697///GO:0004674///GO:0004674///GO:0004842","GO:0038095///GO:0050852///GO:0006915///GO:0007411///GO:0007596///GO:0006921///GO:0006954///GO:0045087///GO:0035556///GO:0006509///GO:0070233///GO:0046627///GO:0007603///GO:0030168///GO:0051092///GO:0050870///GO:0042102///GO:2000318///GO:2000570///GO:0032740///GO:0045086///GO:0032753///GO:0006468///GO:0016567///GO:0001558///GO:0090330///GO:0022400///GO:0006355///GO:0016056","GO:0005829///GO:0001772///GO:0005622///GO:0005886",-507.062433862434,741.347058823529,-5.0463270975475,1.62083652371086e-05,0.0176715846979778,-4.5158267235687
"209515_s_at","RAB27A, member RAS oncogene family","RAB27A","5873","Homo sapiens Rab27a mRNA, complete cds","4887230","U38654","15q15-q21.1","Chromosome 15, NC_000015.9 (55495164..55582013, complement)","GDP binding///GTP binding///GTPase activity///myosin V binding///protein binding///protein domain specific binding","blood coagulation///cellular protein metabolic process///cytotoxic T cell degranulation///exocytosis///melanocyte differentiation///melanosome transport///multivesicular body sorting pathway///natural killer cell degranulation///positive regulation of exocytosis///protein targeting///small GTPase mediated signal transduction","Golgi apparatus///apical plasma membrane///dendrite///exocytic vesicle///late endosome///lysosome///melanosome///multivesicular body membrane///photoreceptor outer segment///secretory granule membrane","GO:0019003///GO:0005525///GO:0003924///GO:0031489///GO:0005515///GO:0019904","GO:0007596///GO:0044267///GO:0043316///GO:0006887///GO:0030318///GO:0032402///GO:0071985///GO:0043320///GO:0045921///GO:0006605///GO:0007264","GO:0005794///GO:0016324///GO:0030425///GO:0070382///GO:0005770///GO:0005764///GO:0042470///GO:0032585///GO:0001750///GO:0030667",-833.239682539682,1489.43823529412,-5.04593767523818,1.62269570237806e-05,0.0176715846979778,-4.51583414320673
"214669_x_at","immunoglobulin kappa constant","IGKC","3514","602503756F1 NIH_MGC_77 Homo sapiens cDNA clone IMAGE:4617445 5-, mRNA sequence","13417414","BG485135","2p12","Chromosome 2, NC_000002.11 (89156874..89157196, complement)","antigen binding","Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///complement activation///complement activation, classical pathway///immune response///innate immune response///regulation of immune response","extracellular region///extracellular region///plasma membrane","GO:0003823","GO:0038095///GO:0038096///GO:0006956///GO:0006958///GO:0006955///GO:0045087///GO:0050776","GO:0005576///GO:0005576///GO:0005886",-509.599470899471,223.032352941176,-5.03711106570052,1.66540985799728e-05,0.0176715846979778,-4.51600242950833
"205590_at","RAS guanyl releasing protein 1 (calcium and DAG-regulated)","RASGRP1","10125","Homo sapiens RAS guanyl releasing protein 1 (calcium and DAG-regulated) (RASGRP1), transcript variant 1, mRNA","190684643","NM_005739","15q14","Chromosome 15, NC_000015.9 (38780302..38857007, complement)","calcium ion binding///guanyl-nucleotide exchange factor activity///lipid binding","Fc-epsilon receptor signaling pathway///Ras protein signal transduction///activation of Rho GTPase activity///blood coagulation///cell differentiation///cytokine production///inflammatory response to antigenic stimulus///innate immune response///mast cell degranulation///platelet activation///regulation of phosphatidylinositol 3-kinase cascade///secretory granule localization///signal transduction///vesicle transport along microtubule","Golgi membrane///cytosol///endoplasmic reticulum membrane///membrane///plasma membrane","GO:0005509///GO:0005085///GO:0008289","GO:0038095///GO:0007265///GO:0032862///GO:0007596///GO:0030154///GO:0001816///GO:0002437///GO:0045087///GO:0043303///GO:0030168///GO:0014066///GO:0032252///GO:0007165///GO:0047496","GO:0000139///GO:0005829///GO:0005789///GO:0016020///GO:0005886",-622.396296296297,327.444117647059,-5.01760712605647,1.76380501370432e-05,0.0178649396001697,-4.51637505703913
